date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Mon Jun 24 2019 04:49:42 GMT+0530 (India Standard Time), SME,Noida,Former Employee ,Production Control,,0,,,,5.0,4.0,4.0,5.0,4.0,4.0
Mon Jun 24 2019 09:07:06 GMT+0530 (India Standard Time), Information Security Specialist,Mumbai,Current Employee ,thanks,,0,,,,5.0,,,,,
Sun Jun 23 2019 12:14:49 GMT+0530 (India Standard Time),,,Current Employee ,Very good work life balance,,0,,,,4.0,4.0,5.0,5.0,1.0,1.0
Sun Jun 23 2019 17:40:32 GMT+0530 (India Standard Time),,,Current Employee ,Good,,0,,,,4.0,,,,,
Sun Jun 23 2019 22:30:09 GMT+0530 (India Standard Time),,,Current Employee ,Simple and Great!,,0,,,,4.0,5.0,5.0,5.0,2.0,5.0
Sun Jun 23 2019 22:48:35 GMT+0530 (India Standard Time), Recruitment Sourcing Specialist,Visakhapatnam,Current Employee ,Good work life balance but the pay is not at par.,,0,,,,4.0,5.0,5.0,3.0,3.0,4.0
Sun Jun 23 2019 23:54:36 GMT+0530 (India Standard Time), Senior Software Engineer,Bangalore,Current Employee ,Nice place to work,,0,,,,4.0,5.0,4.0,4.0,4.0,4.0
Mon Jun 24 2019 02:32:02 GMT+0530 (India Standard Time), Test Engineer,Pune,Former Employee ,Associate System Engineer,,0,,,,4.0,5.0,4.0,5.0,3.0,3.0
Wed Jun 19 2019 01:51:00 GMT+0530 (India Standard Time),,,Current Employee ,Great work place!!,,0,,,,5.0,,,,,
Sat Jun 22 2019 19:02:44 GMT+0530 (India Standard Time),,,Current Employee ,Awesome,,0,,,,4.0,4.0,4.0,4.0,4.0,4.0
Sat Jun 22 2019 20:08:35 GMT+0530 (India Standard Time), Senior Software Engineer,Pune,Former Employee ,Best Company to work,,0,,,,4.0,5.0,5.0,4.0,3.0,3.0
Sun Jun 23 2019 03:30:31 GMT+0530 (India Standard Time), SDET2,Bangalore,Former Employee ,Good work at ISL,,0,,,,4.0,5.0,5.0,5.0,4.0,4.0
Fri Jun 21 2019 12:14:49 GMT+0530 (India Standard Time),,,Current Employee ,Sr Tech,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Sat Jun 22 2019 09:44:51 GMT+0530 (India Standard Time), Associate Consultant,,Current Employee ,Positive Outlook for IBM,,0,,,,5.0,5.0,4.0,5.0,3.0,4.0
Fri Jun 21 2019 10:00:44 GMT+0530 (India Standard Time),,,Current Employee ,Job,,0,,,,4.0,,,,,
Thu Jun 20 2019 11:33:29 GMT+0530 (India Standard Time), Infrastructure Architect,Chennai,Current Employee ,good company,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Thu Jun 20 2019 12:16:44 GMT+0530 (India Standard Time), Software Engineer,Hyderābād,Current Employee ,Good,,0,,,,5.0,5.0,5.0,5.0,4.0,4.0
Thu Jun 20 2019 23:33:11 GMT+0530 (India Standard Time),,,Current Employee ,My Review,,0,,,,5.0,1.0,,,,
Fri Jun 21 2019 01:39:18 GMT+0530 (India Standard Time),,Hyderābād,Current Employee ,System Operations Professional,,0,,,,5.0,,,,,
Thu Jun 20 2019 10:40:27 GMT+0530 (India Standard Time),,,Current Employee ,Application developer,,0,,,,4.0,5.0,5.0,3.0,3.0,3.0
Thu Jun 20 2019 11:06:48 GMT+0530 (India Standard Time),,,Current Employee ,Cool Place to Work in,,0,,,,4.0,5.0,5.0,3.0,2.0,3.0
Thu Jun 20 2019 11:06:48 GMT+0530 (India Standard Time),,,Current Employee ,Cool Place to Work in,,0,,,,4.0,5.0,5.0,3.0,2.0,3.0
Fri Jun 21 2019 01:59:21 GMT+0530 (India Standard Time), S S E(Senior Software Engineer),Bangalore,Current Employee ,"work life balance, equal opportunity mkt place",,0,,,,4.0,5.0,4.0,3.0,3.0,4.0
Fri Jun 21 2019 08:31:10 GMT+0530 (India Standard Time), Applications Developer,Pune,Current Employee ,"good company , flexible hours , poor management",,0,,,,4.0,,,,,
Wed Jun 19 2019 22:52:29 GMT+0530 (India Standard Time),,,Current Employee ,Engineer,,0,,,,5.0,,,,,
Thu Jun 20 2019 03:27:08 GMT+0530 (India Standard Time),,,Current Employee ,I series Consultant,,0,,,,5.0,5.0,4.0,4.0,2.0,4.0
Thu Jun 20 2019 03:59:52 GMT+0530 (India Standard Time),,Bangalore,Current Employee ,Good company,,0,,,,5.0,5.0,4.0,5.0,5.0,4.0
Wed Jun 19 2019 10:38:22 GMT+0530 (India Standard Time),,,Current Employee ,Team Lead,,0,,,,4.0,5.0,5.0,3.0,3.0,4.0
Wed Jun 19 2019 12:33:49 GMT+0530 (India Standard Time), Storage Administrator,"Gurgaon, Haryana",Current Employee ,Good,,0,,,,4.0,5.0,5.0,4.0,2.0,3.0
Wed Jun 19 2019 20:01:24 GMT+0530 (India Standard Time), Systems Engineer,Chennai,Former Employee ,System engineer,,0,,,,4.0,5.0,3.0,4.0,4.0,2.0
Thu Jun 20 2019 04:34:18 GMT+0530 (India Standard Time),,,Current Employee ,Comfortable place to work in,,0,,,,4.0,4.0,4.0,5.0,3.0,4.0
Wed Jun 19 2019 02:23:04 GMT+0530 (India Standard Time),,,Current Employee ,Review about IBM INDIA CHENNAI,,0,,,,5.0,,,,,
Tue Jun 18 2019 12:47:25 GMT+0530 (India Standard Time), Systems Administrator,Bangalore,Current Employee ,Preferred for experienced resources,,0,,,,4.0,1.0,5.0,5.0,1.0,3.0
Wed Jun 19 2019 00:52:24 GMT+0530 (India Standard Time), Project Management Officer,,Current Employee ,"Flexible, Good Work Environment",,0,,,,4.0,5.0,5.0,4.0,3.0,4.0
Wed Jun 19 2019 08:08:54 GMT+0530 (India Standard Time), SAP Consultant,Pune,Former Employee ,Overall experience,,0,,,,4.0,4.0,4.0,4.0,4.0,4.0
Mon Jun 17 2019 21:59:58 GMT+0530 (India Standard Time), Technical Recruiter,Bangalore,Former Employee ,Life time experience,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Mon Jun 17 2019 22:13:30 GMT+0530 (India Standard Time), Design Team Lead,Calcutta,Current Employee ,"flexibility, trust, systematic, offshore deployment, brand",,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Tue Jun 18 2019 01:35:27 GMT+0530 (India Standard Time), Junior Associate,"Farīdābād, Haryana",Former Employee ,Nice ambiance and helpful people,,0,,,,5.0,4.0,5.0,5.0,5.0,4.0
Tue Jun 18 2019 01:55:39 GMT+0530 (India Standard Time),,,Former Employee ,good,,0,,,,5.0,4.0,3.0,4.0,4.0,4.0
Mon Jun 17 2019 10:44:17 GMT+0530 (India Standard Time),,,Current Employee ,Work Culture,,0,,,,4.0,4.0,4.0,4.0,3.0,4.0
Tue Jun 18 2019 03:50:36 GMT+0530 (India Standard Time), Applications Developer,Bangalore,Current Employee ,Application Developer,,0,,,,4.0,5.0,5.0,3.0,5.0,3.0
Tue Jun 18 2019 06:05:01 GMT+0530 (India Standard Time), UI Designer/Developer,Bangalore,Current Employee ,APPLICATION DEVELOPER,,0,,,,4.0,5.0,4.0,4.0,3.0,3.0
Tue Jun 18 2019 08:34:33 GMT+0530 (India Standard Time), Senior Project Manager,"Gurgaon, Haryana",Current Employee ,Good Company,,0,,,,4.0,4.0,5.0,4.0,3.0,3.0
Tue Jun 18 2019 08:59:03 GMT+0530 (India Standard Time), Accounts Payable Specialist,Bangalore,Current Employee ,Working condition,,0,,,,4.0,4.0,4.0,4.0,4.0,4.0
Mon Jun 17 2019 01:07:59 GMT+0530 (India Standard Time),,,Former Employee ,Application developer IBM,,0,,,,5.0,5.0,5.0,3.0,4.0,4.0
Mon Jun 17 2019 02:17:43 GMT+0530 (India Standard Time), Applications Developer,Calcutta,Former Employee ,Awesome,,0,,,,5.0,5.0,5.0,5.0,3.0,5.0
Mon Jun 17 2019 06:37:08 GMT+0530 (India Standard Time), Project Manager,Noida,Current Employee ,Peace of Mind Company,,0,,,,5.0,5.0,5.0,3.0,3.0,5.0
Mon Jun 17 2019 07:27:09 GMT+0530 (India Standard Time),,,Current Employee ,Senior Project Manager,,0,,,,5.0,4.0,5.0,5.0,3.0,4.0
Wed Jun 12 2019 23:02:31 GMT+0530 (India Standard Time), Cloud Engineer,New Delhi,Current Employee ,"Client Innovation Centre, Delhi",,0,,,,5.0,5.0,5.0,5.0,4.0,4.0
Mon Jun 17 2019 00:00:01 GMT+0530 (India Standard Time),,,Former Employee ,Environment,,0,,,,4.0,5.0,4.0,3.0,2.0,4.0
Mon Jun 17 2019 02:44:07 GMT+0530 (India Standard Time), Applications Developer,Hyderābād,Current Employee ,A nice place to work,,0,,,,4.0,2.0,4.0,4.0,4.0,4.0
Mon Jun 17 2019 03:05:27 GMT+0530 (India Standard Time), Global Delivery Manager,Chennai,Current Employee ,"Competitiveness, Transformation, Skills investment are the commendable things @ IBM",,0,,,,4.0,4.0,4.0,4.0,2.0,3.0
Mon Jun 17 2019 06:08:10 GMT+0530 (India Standard Time),,Bangalore,Former Employee ,Good place to work,,0,,,,4.0,3.0,4.0,4.0,2.0,4.0
Mon Jun 17 2019 07:48:15 GMT+0530 (India Standard Time), Systems Engineer,Chennai,Current Employee ,Systems Engineer,,0,,,,4.0,4.0,4.0,4.0,3.0,4.0
Mon Jun 17 2019 08:03:41 GMT+0530 (India Standard Time), Automation Engineer,Hyderābād,Current Employee ,Nice Place to work,,0,,,,4.0,4.0,4.0,4.0,3.0,4.0
Sat Jun 15 2019 18:57:10 GMT+0530 (India Standard Time), Senior Oracle Applications Database Administrator,Bangalore,Former Employee ,Senior Oracle Applications DBA managing Cloud Customers,,0,,,,5.0,4.0,4.0,4.0,3.0,4.0
Tue Jun 11 2019 00:57:09 GMT+0530 (India Standard Time), Data Scientist,Bangalore,Current Employee ,Data Scientist,,0,,,,4.0,5.0,5.0,4.0,4.0,3.0
Sat Jun 15 2019 19:06:44 GMT+0530 (India Standard Time), Applications Developer,Bangalore,Former Employee ,Good work place,,0,,,,4.0,3.0,3.0,4.0,3.0,3.0
Sat Jun 15 2019 21:19:47 GMT+0530 (India Standard Time), Technical Lead,"Gurgaon, Haryana",Current Employee ,Pros and Cons,,0,,,,4.0,5.0,4.0,4.0,3.0,2.0
Sun Jun 16 2019 04:50:13 GMT+0530 (India Standard Time),,,Current Employee ,Good,,0,,,,4.0,5.0,5.0,3.0,1.0,4.0
Sun Jun 16 2019 07:50:11 GMT+0530 (India Standard Time), Java Developer,Bangalore,Current Employee ,java Developeer,,0,,,,4.0,4.0,3.0,4.0,3.0,3.0
Sun Jun 16 2019 07:50:11 GMT+0530 (India Standard Time), Java Developer,Bangalore,Current Employee ,java Developeer,,0,,,,4.0,4.0,3.0,4.0,3.0,3.0
Sun Jun 16 2019 08:03:16 GMT+0530 (India Standard Time),,Calcutta,Former Employee ,Average exprience,,0,,,,4.0,2.0,1.0,3.0,2.0,1.0
Fri Jun 14 2019 11:52:50 GMT+0530 (India Standard Time), Senior Software Engineer,Guwahati,Former Employee ,Senior Software Engineer,,0,,,,5.0,4.0,2.0,4.0,3.0,4.0
Fri Jun 14 2019 20:59:27 GMT+0530 (India Standard Time), Senior DevOps Engineer,Pune,Current Employee ,Work life balance is good,,0,,,,5.0,5.0,3.0,3.0,2.0,3.0
Fri Jun 14 2019 21:04:26 GMT+0530 (India Standard Time),,,Current Employee ,tech led,,0,,,,5.0,,,,,
Fri Jun 14 2019 23:22:43 GMT+0530 (India Standard Time), Applications Developer,Hyderābād,Current Employee ,Pros and cons,,0,,,,5.0,5.0,5.0,4.0,3.0,5.0
Sat Jun 15 2019 00:38:45 GMT+0530 (India Standard Time), Associate Consultant,Bangalore,Current Employee ,Good place,,0,,,,5.0,5.0,5.0,3.0,3.0,5.0
Sat Jun 15 2019 01:44:22 GMT+0530 (India Standard Time),,,Current Employee ,senior consultant,,0,,,,5.0,5.0,4.0,4.0,4.0,5.0
Sat Jun 15 2019 08:52:25 GMT+0530 (India Standard Time), Technical Services Specialist,Noida,Former Employee ,Amazing experience working for 3 years in IBM India Pvt Ltd,,0,,,,5.0,5.0,5.0,4.0,4.0,4.0
Fri Jun 14 2019 10:15:15 GMT+0530 (India Standard Time), Senior Database Administrator,,Current Employee ,One of the best places to work,,0,,,,4.0,5.0,3.0,3.0,4.0,3.0
Fri Jun 14 2019 11:13:05 GMT+0530 (India Standard Time), Software Developer,Noida,Current Employee ,Software Developer,,0,,,,4.0,5.0,5.0,4.0,4.0,5.0
Thu Jun 13 2019 10:09:52 GMT+0530 (India Standard Time), Senior Applications Developer,Mumbai,Former Employee ,Nice Place to be at workplace,,0,,,,5.0,4.0,4.0,5.0,5.0,3.0
Thu Jun 13 2019 10:35:24 GMT+0530 (India Standard Time), Analyst,Chennai,Current Employee ,Analyst,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Thu Jun 13 2019 22:09:53 GMT+0530 (India Standard Time),,,Former Employee ,Java Develpoer,,0,,,,5.0,,,,,
Fri Jun 14 2019 09:52:08 GMT+0530 (India Standard Time),,Bangalore,Current Employee ,Application Developer,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Thu Jun 13 2019 10:17:21 GMT+0530 (India Standard Time),,,Former Employee ,Great Place to work at,,0,,,,4.0,5.0,4.0,4.0,3.0,4.0
Thu Jun 13 2019 18:13:03 GMT+0530 (India Standard Time), Software Engineer,,Former Employee ,Nice,,0,,,,4.0,4.0,4.0,4.0,4.0,4.0
Thu Jun 13 2019 21:34:41 GMT+0530 (India Standard Time), Systems Analyst,Pune,Former Employee ,Good company,,0,,,,4.0,4.0,4.0,4.0,3.0,4.0
Thu Jun 13 2019 22:53:22 GMT+0530 (India Standard Time),,,Former Employee ,Associate System Engineer,,0,,,,4.0,4.0,4.0,4.0,3.0,4.0
Fri Jun 14 2019 01:08:50 GMT+0530 (India Standard Time), Vmware Administrator,Noida,Current Employee ,Got Offer from IBM,,0,,,,4.0,4.0,4.0,4.0,4.0,4.0
Fri Jun 14 2019 05:52:50 GMT+0530 (India Standard Time),,,Current Employee ,Flexible Work environment and global exposure,,0,,,,4.0,4.0,4.0,4.0,3.0,3.0
Thu Jun 27 2019 23:15:13 GMT+0530 (India Standard Time), Senior Technical Writer,Bangalore,Former Employee ,Affordable if you can adhere,,0,,,,3.0,,,,,
Fri Jun 28 2019 08:56:44 GMT+0530 (India Standard Time),,,Current Employee ,Data Specialist,,0,,,,3.0,3.0,3.0,3.0,3.0,3.0
Fri Jun 28 2019 09:37:14 GMT+0530 (India Standard Time),,,Current Employee ,Hshhjms,,0,,,,3.0,3.0,1.0,2.0,1.0,1.0
Wed Jun 12 2019 16:40:09 GMT+0530 (India Standard Time), Solutions Architect,Bangalore,Current Employee ,Gurukul for IT,,0,,,,5.0,4.0,5.0,5.0,3.0,1.0
Wed Jun 12 2019 22:47:27 GMT+0530 (India Standard Time), Systems Engineer,Calcutta,Current Employee ,System Engineer,,0,,,,5.0,4.0,5.0,4.0,5.0,4.0
Thu Jun 13 2019 02:04:45 GMT+0530 (India Standard Time), DPE,Bangalore,Current Employee ,DPE,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Thu Jun 13 2019 03:05:10 GMT+0530 (India Standard Time), Security Delivery Specialist,Bangalore,Current Employee ,Review for IBM,,0,,,,5.0,3.0,5.0,4.0,3.0,4.0
Fri Jun 28 2019 02:52:35 GMT+0530 (India Standard Time),,,Current Employee ,IBM a manager centric company,,0,,,,2.0,2.0,2.0,3.0,1.0,1.0
Wed Jun 12 2019 11:35:28 GMT+0530 (India Standard Time), Senior Associate,,Current Employee ,Nice place to work,,0,,,,4.0,5.0,5.0,5.0,4.0,4.0
Wed Jun 12 2019 19:20:30 GMT+0530 (India Standard Time), Senior Systems Analyst,Calcutta,Current Employee ,Good company,,0,,,,4.0,5.0,4.0,3.0,2.0,
Wed Jun 12 2019 19:51:58 GMT+0530 (India Standard Time), Systems Engineer,Bangalore,Current Employee ,Flexible,,0,,,,4.0,4.0,4.0,5.0,5.0,3.0
Tue Jun 11 2019 22:24:31 GMT+0530 (India Standard Time), Technical Support Associate,Bangalore,Former Employee ,IBM,,0,,,,5.0,5.0,5.0,4.0,4.0,5.0
Wed Jun 12 2019 04:36:13 GMT+0530 (India Standard Time), Linux Systems Administrator,Bangalore,Current Employee ,Nice,,0,,,,5.0,5.0,5.0,5.0,5.0,5.0
Wed Jun 26 2019 21:39:34 GMT+0530 (India Standard Time), IBM,,Current Employee ,salary,,0,,,,2.0,,,,,
Tue Jun 11 2019 23:18:50 GMT+0530 (India Standard Time),,,Current Employee ,Work Environment,,0,,,,4.0,,,,,
Wed Jun 12 2019 05:54:28 GMT+0530 (India Standard Time), Applications Architect,Calcutta,Current Employee ,Flexible work environment,,0,,,,4.0,5.0,5.0,4.0,3.0,4.0
Tue Jun 25 2019 11:22:04 GMT+0530 (India Standard Time),,,Current Employee ,Good,,0,,,,3.0,3.0,3.0,3.0,3.0,3.0
Tue Jun 25 2019 21:17:42 GMT+0530 (India Standard Time), Senior Operations Specialist,Bangalore,Current Employee ,Good One !!,,0,,,,3.0,2.0,2.0,3.0,1.0,1.0
Tue Jun 25 2019 21:44:27 GMT+0530 (India Standard Time), Senior Advisory Consultant Workday,Bangalore,Current Employee ,Long way to go !!,,0,,,,3.0,4.0,4.0,1.0,1.0,2.0
Mon Jun 10 2019 20:37:46 GMT+0530 (India Standard Time), Software Engineer,,Former Employee ,Starting Package,,0,,,,5.0,,,,,
Wed Jun 26 2019 03:30:36 GMT+0530 (India Standard Time),,Bangalore,Current Employee ,Flexible Timing but no career growth,,0,,,,2.0,4.0,3.0,2.0,1.0,3.0
Wed Jun 26 2019 08:04:01 GMT+0530 (India Standard Time),,,Current Employee ,Nice company,,0,,,,2.0,1.0,5.0,4.0,1.0,1.0
Mon Jun 10 2019 17:26:59 GMT+0530 (India Standard Time), IBM Maximo Applications Developer,Hyderābād,Former Employee ,"We can enjoy the work culture, Team members are very supportive",,0,,,,4.0,4.0,4.0,4.0,3.0,4.0
Mon Jun 10 2019 23:30:11 GMT+0530 (India Standard Time), Oracle Database Administrator,Hyderābād,Current Employee ,Good company,,0,,,,4.0,5.0,5.0,4.0,3.0,4.0
Tue Jun 11 2019 00:45:55 GMT+0530 (India Standard Time),,,Current Employee ,Good work culture,,0,,,,4.0,,,,,
Tue Jun 11 2019 05:00:40 GMT+0530 (India Standard Time), IIB Developer,Pune,Current Employee ,Good opportunity to work for,,0,,,,4.0,4.0,4.0,4.0,3.0,2.0
Mon Jun 24 2019 19:56:23 GMT+0530 (India Standard Time), Senior Operations Professional,Chennai,Current Employee ,Prod to be a IBMer,,0,,,,3.0,4.0,4.0,3.0,4.0,2.0
Mon Jun 24 2019 21:46:26 GMT+0530 (India Standard Time),,,Current Employee ,Not good whoever working in client side,,0,,,,3.0,4.0,3.0,2.0,2.0,1.0
Mon Jun 24 2019 22:02:43 GMT+0530 (India Standard Time), Applications Developer,Bangalore,Current Employee ,Application Developer,,0,,,,3.0,5.0,3.0,2.0,1.0,4.0
Mon Jun 24 2019 22:02:43 GMT+0530 (India Standard Time), Applications Developer,Bangalore,Current Employee ,Application Developer,,0,,,,3.0,5.0,3.0,2.0,1.0,4.0
Tue Jun 25 2019 06:48:21 GMT+0530 (India Standard Time), Managing Consultant,Bangalore,Current Employee ,IBM is not the best but not the worst as well. Good for flexibility and those looking for work life balance,,0,,,,3.0,4.0,4.0,4.0,2.0,4.0
Tue Jun 25 2019 09:37:28 GMT+0530 (India Standard Time), QA Analyst,Bangalore,Current Employee ,A general outlook,,0,,,,3.0,,,,,
Sun Jun 09 2019 10:18:22 GMT+0530 (India Standard Time), SSE,Hyderābād,Current Employee ,Very comfortable environment for women.,,0,,,,5.0,5.0,5.0,4.0,3.0,5.0
Sun Jun 09 2019 20:18:18 GMT+0530 (India Standard Time),,,Current Employee ,Good Place to Work,,0,,,,5.0,5.0,4.0,2.0,,
Sun Jun 09 2019 23:26:11 GMT+0530 (India Standard Time), Global Category Manager,"Indi, Karnataka",Current Employee ,Procurement Leader,,0,,,,5.0,5.0,5.0,2.0,2.0,3.0
Mon Jun 10 2019 00:56:11 GMT+0530 (India Standard Time), Applications Developer,,Former Employee ,IBM,,0,,,,5.0,5.0,5.0,5.0,3.0,5.0
Mon Jun 10 2019 00:58:14 GMT+0530 (India Standard Time), Developer,,Current Employee ,Awesome!!,,0,,,,5.0,5.0,5.0,4.0,4.0,5.0
Tue Jun 25 2019 09:15:08 GMT+0530 (India Standard Time), Software Engineer,,Current Employee ,Good Company,,0,,,,2.0,1.0,1.0,1.0,1.0,1.0
Sun Jun 09 2019 11:27:31 GMT+0530 (India Standard Time),,Bangalore,Current Employee ,Good company to work,,0,,,,4.0,4.0,3.0,3.0,3.0,3.0
Sun Jun 09 2019 11:27:31 GMT+0530 (India Standard Time),,Bangalore,Current Employee ,Good company to work,,0,,,,4.0,4.0,3.0,3.0,3.0,3.0
Sun Jun 09 2019 22:01:56 GMT+0530 (India Standard Time), Associate Technical Support Engineer,Bangalore,Former Employee ,Good place and people to work with,,0,,,,4.0,5.0,4.0,2.0,3.0,3.0
Mon Jun 10 2019 06:41:33 GMT+0530 (India Standard Time), Software Engineer,Bangalore,Former Employee ,Ibm FTE Software ER,,0,,,,4.0,5.0,3.0,3.0,1.0,2.0
